Gaia DR3 1053809778428567680,,,,3601.738,4.21,6.0947,0.56619704,0.0313158,0.03135204,-0.1009,0.0342,0.0465
Gaia DR3 1126422935076082176,,,,,,,,,,,,
Gaia DR3 1716345832872291968,,,,5364.139,12.0964,19.2386,0.96462107,0.01979583,0.01981992,0.3159,0.0117,0.0173
Gaia DR3 1744911763437512064,,,,6437.147,1.2436,1.0532,1.478384,0.0296855,0.029684,-0.0366,0.0079,0.0071
Gaia DR3 1962153854973972096,,,,6056.1055,3.2221,1.5059,1.2932814,0.0269754,0.0269251,-0.0286,0.0038,0.0043
Gaia DR3 2009481748875806976,,,,5040.7104,87.9659,53.5254,1.068451,0.0076677,0.0064874,-0.2544,0.1065,0.0519
Gaia DR3 2051104586182508928,,,,5885.8667,3.397,2.4327,1.438147,0.0294495,0.029287,0.3149,0.0022,0.002
Gaia DR3 2051105410816218368,,,,,,,,,,,,
Gaia DR3 2051738798233021824,,,,5694.083,2.4917,1.8506,1.4080441,0.0290407,0.0290682,-0.0327,0.0052,0.0048
Gaia DR3 2051933102555095936,,,,5848.95,8.3225,7.0467,0.91881096,0.01870494,0.01871076,-0.021,0.009,0.006
Gaia DR3 2051950454223150720,,,,5974.0513,1.8237,1.3638,1.4971453,0.0300336,0.0300217,0.0281,0.0053,0.0052
Gaia DR3 2052168466766597120,,,,5992.018,9.8834,1.75,2.9059532,0.0589408,0.0587426,-0.2277,0.0018,0.0039
Gaia DR3 2052185062520374272,,,,6151.7153,17.7554,21.3066,1.6940048,0.0357334,0.0354957,0.0051,0.0138,0.0197
Gaia DR3 2052304325169514880,,,,5903.319,3.3807,2.171,1.3055764,0.0271818,0.0277959,-0.1756,0.0062,0.0059
Gaia DR3 2052392835854583936,,,,4181.3286,3.5684,11.4456,0.55484647,0.01978808,0.01978227,-0.2162,0.0051,0.0147
Gaia DR3 2052528625536778624,,,,6204.659,36.499,10.346,1.6483556,0.0345359,0.0340151,-0.4268,0.039,0.0139
Gaia DR3 2052688467040906624,,,,4591.5635,0.6885,0.7435,0.7364106,0.01700105,0.01699947,-0.112,0.0082,0.019
Gaia DR3 2052747119115620352,,,,3842.436,3.4632,10.562,0.46582368,0.02888778,0.02888963,-0.3196,0.0479,0.0103
Gaia DR3 2052823535171095296,,,,4891.5254,0.6792,0.7464,0.81041276,0.01728428,0.01728476,0.0957,0.0034,0.0034
Gaia DR3 2053070616052194304,,,,4507.6455,9.7805,4.5835,0.74489874,0.01745126,0.01748139,-0.1991,0.0124,0.008
Gaia DR3 2053546910744629504,,,,5840.252,14.699,12.0044,1.7191885,0.035562,0.0352777,0.1282,0.0132,0.0096
Gaia DR3 2053552270863859712,,,,5188.1562,13.8975,9.9452,0.9007878,0.01864365,0.0186264,0.2027,0.0117,0.0092
Gaia DR3 2053586321364864640,,,,,,,,,,,,
Gaia DR3 2073277200237694464,,,,5848.7705,4.105,2.292,1.1427443,0.0232829,0.0232387,0.1182,0.0055,0.0057
Gaia DR3 2073539536845074176,,,,5997.613,14.762,13.179,1.9232618,0.0483619,0.047328,-0.202,0.0122,0.0118
Gaia DR3 2073547954981763328,,,,,,,,,,,,
Gaia DR3 2073731161099713408,,,,6138.781,3.5696,3.703,1.8942262,0.0409611,0.0408441,-0.1752,0.0031,0.0034
Gaia DR3 2073804411752924288,,,,5996.3154,1.5446,1.5927,1.1971555,0.024055,0.0240562,-0.3061,0.0121,0.0118
Gaia DR3 2075112109039378688,,,,5372.22,37.2297,26.862,1.1371807,0.0241313,0.0238834,-0.0133,0.0435,0.0274
Gaia DR3 2075161655782111872,,,,5774.3516,5.5504,7.7486,1.1920465,0.0245784,0.0242717,-0.1446,0.0075,0.007
Gaia DR3 2076328963475704576,,,,6580.7725,30.9035,9.2852,1.7821016,0.0367785,0.036214,0.1084,0.0297,0.0142
Gaia DR3 2076565805151925760,,,,6739.136,9.452,18.085,1.9906454,0.0409716,0.041326,-0.352,0.0054,0.006
Gaia DR3 2076601917234347520,,,,5286.4,3.786,2.869,0.8768332,0.0180579,0.01806503,0.0628,0.0039,0.0035
Gaia DR3 2076692386427776768,,,,4690.008,4.7576,4.213,0.74632215,0.01690752,0.01686328,0.1049,0.0056,0.0059
Gaia DR3 2076764576237957504,,,,6715.8354,12.9571,10.871,1.5999188,0.0334907,0.0333792,-0.4524,0.0157,0.0091
Gaia DR3 2076782889978499840,,,,,,,,,,,,
Gaia DR3 2076792648144511104,,,,,,,,,,,,
Gaia DR3 2076871091425583232,,,,8848.703,3.066,3.04,1.6535217,0.0334242,0.0334454,-1.4907,0.0176,0.0071
Gaia DR3 2076955822541823744,,,,5735.328,54.784,50.993,0.7096118,0.031264,0.0280682,-0.7781,0.0643,0.0685
Gaia DR3 2076960598545789824,,,,4576.7456,10.7109,9.5601,0.6897532,0.0183631,0.0201352,-0.2411,0.0161,0.0182
Gaia DR3 2076970047474270208,,,,5661.4326,34.6933,82.7437,0.94419426,0.00855614,0.00756536,-0.1026,0.0377,0.0976
Gaia DR3 2077140987172577408,,,,4972.9956,8.2106,8.394,0.8151273,0.017766,0.0178508,0.1581,0.0113,0.0105
Gaia DR3 2077540827141811200,,,,5545.94,20.4946,16.0645,0.9753009,0.0349819,0.0289356,-0.1639,0.0202,0.0164
Gaia DR3 2077556465126659456,,,,,,,,,,,,
Gaia DR3 2077598384004774912,,,,6089.895,3.277,1.6714,1.3094412,0.026758,0.0267949,-0.0359,0.0048,0.0052
Gaia DR3 2077726678964445696,,,,4777.2373,10.8453,12.6841,0.7599856,0.0170623,0.0171986,0.1311,0.0149,0.015
Gaia DR3 2077750803804146176,,,,6121.6646,58.9463,51.35,1.3650557,0.0500157,0.0654853,-0.1039,0.048,0.0468
Gaia DR3 2077961463362645632,,,,5795.041,34.5664,37.6304,1.5329694,0.0404325,0.0376753,-0.2815,0.0352,0.0382
Gaia DR3 2077994272606400512,,,,5332.886,33.3386,31.7195,1.356446,0.0706617,0.0685523,-0.618,0.0389,0.038
Gaia DR3 2078195212660287616,,,,6133.7817,6.6167,6.2323,2.1522264,0.0475894,0.0476724,-7.00E-04,0.0059,0.0059
Gaia DR3 2078272831307891456,,,,5707.1704,21.1344,26.0361,1.1155456,0.023773,0.0242978,-0.2861,0.0215,0.0288
Gaia DR3 2078286197246582016,,,,5646.075,29.739,49.9494,0.9013704,0.02887154,0.02573734,-0.4288,0.0346,0.0631
Gaia DR3 2078515170549178880,,,,4660.2617,11.1743,11.8447,0.76032203,0.01875357,0.01851457,0.224,0.0212,0.0193
Gaia DR3 2078697552035948800,,,,4968.373,7.25,8.181,0.7848251,0.01695447,0.01694126,-0.021,0.009,0.0104
Gaia DR3 2078722600285671936,,,,5875.504,42.6026,58.797,1.256731,0.0561921,0.0522803,0.1233,0.0425,0.0706
Gaia DR3 2078832551450444032,,,,5657.4126,4.5361,20.4199,0.9471395,0.0194007,0.01920813,-0.2088,0.0039,0.0147
Gaia DR3 2078996825361036160,,,,6017.2056,21.2126,22.6308,1.1556762,0.0328231,0.0313879,-0.0485,0.0226,0.0233
Gaia DR3 2079005651508492032,,,,4780.2383,13.3183,80.1423,0.774357,0.01772203,0.01756964,0.6826,0.0177,0.1405
Gaia DR3 2079192121810035840,,,,5593.3574,39.8816,13.3664,1.02011,0.022173,0.0219056,-0.033,0.0486,0.0155
Gaia DR3 2079295583282164992,,,,5787.1567,7.2077,7.1463,1.3237374,0.0296986,0.0308713,-0.2818,0.0077,0.0078
Gaia DR3 2079368391569401600,,,,5238.389,15.007,18.8903,0.8584561,0.01975576,0.02115157,0.0042,0.018,0.0206
Gaia DR3 2079695496278608896,,,,6642.582,15.433,15.768,1.4977385,0.0429908,0.0463069,-0.2624,0.0141,0.0144
Gaia DR3 2079885608708649344,,,,4128.3594,20.3178,8.4859,0.6691427,0.0217037,0.0216504,0.3746,0.0603,0.0225
Gaia DR3 2080246282881778048,,,,5052.205,22.2255,27.937,0.8754553,0.0285912,0.02839617,-0.0279,0.0243,0.0343
Gaia DR3 2080266967444876032,,,,8742.581,53.582,60.355,1.7289097,0.0389601,0.0396288,0.0172,0.0292,0.0309
Gaia DR3 2080287892525359872,,,,6031.483,1.54,1.099,1.300195,0.0260927,0.0260883,-0.2181,0.0046,0.0049
Gaia DR3 2080344586094498432,,,,6426.5894,12.1831,11.7204,1.5392992,0.034485,0.0329433,-0.0719,0.0107,0.0104
Gaia DR3 2080386917291928832,,,,5572.3813,24.7881,24.8916,1.0317585,0.0265564,0.025875,-0.1961,0.0253,0.0242
Gaia DR3 2080452613110460928,,,,4772.218,9.943,17.1433,0.80427927,0.01762663,0.01755142,0.1876,0.0123,0.0143
Gaia DR3 2080562667352233728,,,,5839.9473,19.5977,39.7934,1.7550845,0.0376899,0.0367427,-0.1728,0.0177,0.0355
Gaia DR3 2082074942519913344,,,,4935.742,20.3343,20.394,0.8147448,0.0225322,0.0239254,0.106,0.0277,0.0259
Gaia DR3 2086337508581280256,,,,4459.129,18.722,11.8204,0.69206023,0.01975557,0.01932873,0.367,0.1087,0.0513
Gaia DR3 2086389357427331712,,,,4885.962,10.703,8.8516,0.7797988,0.0176692,0.01783376,-0.0889,0.0112,0.0106
Gaia DR3 2086505630781210752,,,,5739.3975,24.2945,11.1899,0.9569718,0.0194525,0.01960484,0.0159,0.0255,0.0105
Gaia DR3 2086625752425381632,,,,,,,,,,,,
Gaia DR3 2086629463276947456,,,,5068.2783,6.4927,7.6431,0.8952149,0.0190094,0.01872294,0.1398,0.0087,0.0089
Gaia DR3 2086660283961964416,,,,5248.539,14.39,10.706,0.82857823,0.01726652,0.01738578,0.1059,0.0117,0.0099
Gaia DR3 2086718317558873984,,,,5654.674,69.249,13.494,1.1193485,0.0229185,0.0229468,0.0103,0.0716,0.0163
Gaia DR3 2086940448965828992,,,,5454.9424,18.4576,20.6358,0.87116915,0.02131725,0.02305375,-0.0029,0.0237,0.0249
Gaia DR3 2087171453788422528,,,,4555.349,4.779,8.102,0.71731836,0.01745778,0.01754256,0.4872,0.0161,0.0138
Gaia DR3 2087250476887856256,,,,4690.752,10.3427,9.662,0.7479729,0.0191412,0.01808935,-0.0144,0.0131,0.0121
Gaia DR3 2099541715513813504,,,,4685.2856,33.8346,14.003,0.7193246,0.017458,0.01755847,0.1583,0.0652,0.0232
Gaia DR3 2099605968225288960,,,,5575.019,19.27,19.6006,1.5964409,0.0355148,0.0365074,-0.6572,0.0207,0.0194
Gaia DR3 2099606483621385216,,,,5521.203,21.7533,17.392,0.8990057,0.02254237,0.02112167,-0.2153,0.0211,0.0184
Gaia DR3 2099656472742686848,,,,4545.8384,8.417,7.4406,0.6934652,0.01762334,0.01713726,0.2011,0.0152,0.0159
Gaia DR3 2099862910348755712,,,,4985.614,63.6633,28.945,0.8039355,0.0177157,0.01810685,0.0566,0.0963,0.0356
Gaia DR3 2099925719951103872,,,,5813.4683,7.9603,10.5283,1.0377848,0.0221524,0.0232153,-0.2673,0.0069,0.0087
Gaia DR3 2100389610777053056,,,,4697.2563,16.2513,8.7784,0.78467375,0.01749405,0.01739035,0.3182,0.0181,0.0118
Gaia DR3 2100392428275714688,,,,5427.938,13.592,12.8432,0.9117809,0.02209365,0.0247761,-0.1136,0.0135,0.0127
Gaia DR3 2100416823690394624,,,,5522.061,40.148,60.213,1.1398946,0.0247319,0.0247443,-0.387,0.0408,0.0637
Gaia DR3 2100597143598879616,,,,6022.8604,10.7234,10.4013,1.4065552,0.0286029,0.0284883,-0.1723,0.0098,0.0102
Gaia DR3 2100624562669914240,,,,5000.155,31.144,28.927,0.86858416,0.03344414,0.02752209,-0.3437,0.0332,0.0301
Gaia DR3 2100906140725803392,,,,5307.0483,13.6003,12.3327,0.9103619,0.0188419,0.0188531,0.3496,0.0118,0.0099
Gaia DR3 2101175933393051008,,,,5708.659,26.099,25.989,1.8629725,0.1182485,0.1044741,0.0381,0.025,0.0247
Gaia DR3 2101188990094347648,,,,5838.3506,2.2559,3.2158,1.8426697,0.2032359,0.1262364,-0.4273,0.0083,0.0104
Gaia DR3 2101230049979183232,,,,,,,,,,,,
Gaia DR3 2101243789577188736,,,,6218.183,81.8754,42.185,1.2264249,0.0287335,0.0268752,-0.0032,0.0611,0.0303
Gaia DR3 2101305259145506816,,,,4978.7593,19.7163,18.3907,0.78400034,0.02684271,0.0259853,-0.0179,0.0208,0.0201
Gaia DR3 2101508501301083520,,,,5355.9414,16.8711,15.2146,0.9059614,0.0188067,0.01869315,-0.0988,0.0159,0.0157
Gaia DR3 2101719263935952768,,,,4561.1143,19.0647,18.3543,0.76186293,0.02092517,0.0211094,0.0982,0.0424,0.0494
Gaia DR3 2101733244046205568,,,,5262.055,23.994,45.1012,1.1766331,0.038725,0.0364122,-0.3927,0.0365,0.0444
Gaia DR3 2101768089124657664,,,,6070.8984,20.5384,22.023,1.4024361,0.0315553,0.031687,-0.1477,0.016,0.0159
Gaia DR3 2101854881822529024,,,,4969.92,14.9757,14.3964,0.81548184,0.01919296,0.01817429,0.1019,0.0194,0.0171
Gaia DR3 2101898759208960640,,,,5858.996,15.2294,16.911,1.0392451,0.0228339,0.0220383,-0.3678,0.0123,0.0122
Gaia DR3 2101964558106974848,,,,5300.3193,16.959,17.1573,0.8513842,0.01920893,0.0184127,-0.212,0.0167,0.0189
Gaia DR3 2102063136195478656,,,,6033.977,37.915,21.2505,1.3248361,0.0308996,0.0299968,-0.3354,0.0331,0.0201
Gaia DR3 2102067396802935680,,,,5696.184,9.18,10.877,0.8986462,0.01899353,0.0189184,-0.4428,0.0096,0.0117
Gaia DR3 2102110174677569664,,,,5562.9243,51.4057,30.2177,0.85341823,0.02266297,0.02370798,-0.1494,0.0443,0.0291
Gaia DR3 2102224661326132864,,,,,,,,,,,,
Gaia DR3 2102316985943863424,,,,6654.1885,10.9175,12.4095,1.6803675,0.037685,0.0377085,-0.3187,0.0061,0.0067
Gaia DR3 2102454253097554304,,,,5801.4614,2.5537,2.5962,1.0421772,0.0214609,0.0214868,-0.3389,0.0046,0.0037
Gaia DR3 2102469921138142208,,,,5254.8525,14.3808,13.377,0.95647526,0.02016198,0.02009736,0.1275,0.0149,0.0142
Gaia DR3 2102548708017562112,,,,5857.3047,9.4977,12.728,1.157068,0.0243422,0.0237962,-0.2934,0.009,0.0138
Gaia DR3 2102587087846067712,,,,5983.892,21.7797,19.7296,1.1629783,0.0238496,0.0240038,-0.3859,0.0214,0.0158
Gaia DR3 2102610280669509888,,,,4769.4673,18.603,11.2663,0.81585896,0.02670211,0.02426416,-0.5965,0.0332,0.0327
Gaia DR3 2102700131386216576,,,,5655.6826,11.2474,4.8446,1.0666069,0.0226059,0.0224992,-0.1178,0.0092,0.0048
Gaia DR3 2102815683186036096,,,,5774.453,4.4935,4.2306,0.9014964,0.0188724,0.01887785,-0.5294,0.0052,0.0062
Gaia DR3 2102911581215700096,,,,4947.7793,18.0893,21.1694,0.8497759,0.02574034,0.023102,0.3749,0.0226,0.0225
Gaia DR3 2103295173333142784,,,,,,,,,,,,
Gaia DR3 2103452266056715392,,,,5326.634,7.4324,7.9367,1.0832198,0.0220843,0.0221454,0.0654,0.0087,0.0086
Gaia DR3 2103788854053938816,,,,,,,,,,,,
Gaia DR3 2104094071610116608,,,,5802.9204,19.0176,19,1.0779176,0.0388824,0.0374283,-0.4177,0.0212,0.0204
Gaia DR3 2104098950692667264,,,,5157.6562,12.2226,9.7295,0.7885804,0.01734825,0.0169058,-0.1142,0.0126,0.0112
Gaia DR3 2104344141784539264,,,,6387.2627,2.2681,2.8935,1.9153173,0.0385286,0.0385211,-0.2144,0.0035,0.0039
Gaia DR3 2104376405579347968,,,,5369.369,18.785,16.127,1.1084654,0.0237385,0.024386,0.1866,0.0213,0.0187
Gaia DR3 2104466153215402624,,,,5508.0186,28.5064,40.604,0.9692778,0.02483606,0.02426475,-0.388,0.033,0.035
Gaia DR3 2104466256290759936,,,,5507.825,10.9227,25.713,0.881537,0.0209633,0.01926223,-0.5012,0.0116,0.0255
Gaia DR3 2104506319750394624,,,,5818.928,37.1643,73.913,2.8514073,0.0675635,0.0794585,-0.0758,0.0424,0.0614
Gaia DR3 2104847370214740352,,,,5605.509,2.059,4.1834,1.0990694,0.0232598,0.0228701,-0.5191,0.0076,0.0071
Gaia DR3 2105135854577044480,,,,6766.387,10.8293,27.562,1.6037103,0.03629,0.0360147,-0.4877,0.0083,0.016
Gaia DR3 2105362903731391744,,,,6167.8657,21.209,16.0219,1.9533302,0.0422284,0.0474188,-0.3159,0.0336,0.0131
Gaia DR3 2105414310196331264,,,,5044.935,13.5338,13.1464,0.7817403,0.01803083,0.0175924,-0.0834,0.014,0.0123
Gaia DR3 2105435544515167232,,,,5547.5566,35.2966,24.9317,1.6540134,0.067027,0.0755816,-0.1028,0.0491,0.0154
Gaia DR3 2105535462635217792,,,,5843.6416,14.271,16.6804,2.7489078,0.0579479,0.0590155,-0.3051,0.0083,0.0152
Gaia DR3 2105618029085927680,,,,5998.838,10.8517,9.531,1.5285162,0.0315431,0.031381,-0.0718,0.0101,0.0095
Gaia DR3 2105620159389754624,,,,5767.8916,5.5736,5.731,1.4324521,0.0294179,0.0296267,-0.0595,0.0045,0.0053
Gaia DR3 2106008493152187392,,,,4662.025,5.7857,6.2206,0.80472195,0.01847325,0.01900118,-0.4077,0.0089,0.0073
Gaia DR3 2106306495162679552,,,,5510.6377,37.8901,36.9829,1.1138263,0.0522419,0.0345202,-0.1024,0.0396,0.04
Gaia DR3 2106674071344722688,,,,5668.1377,16.0772,49.0957,1.7152663,0.049853,0.0575184,-0.0976,0.0135,0.0385
Gaia DR3 2106705269988803072,,,,5796.333,1.874,3.243,1.2121687,0.0246738,0.0248506,-0.3604,0.0056,0.0061
Gaia DR3 2106821925598401152,,,,5520.7876,16.354,37.8324,0.8737278,0.0184889,0.0181216,-0.1266,0.0155,0.0387
Gaia DR3 2107001283431633408,,,,4630.379,10.5934,8.806,0.750875,0.0171531,0.0171437,0.1423,0.0256,0.016
Gaia DR3 2107236613280607104,,,,5535.0176,1.1116,1.3037,1.1141555,0.0226074,0.0225862,0.1412,0.0033,0.0028
Gaia DR3 2107243072911617024,,,,5847.7944,7.5103,14.3294,1.2093711,0.0257969,0.0259109,-0.3059,0.0089,0.0097
Gaia DR3 2107266570672734592,,,,5673.763,18.015,14.98,1.4489298,0.0295747,0.0295055,-0.1583,0.0143,0.0132
Gaia DR3 2107315365800640896,,,,6164.738,43.3357,22.6756,1.955826,0.0399418,0.0416977,-0.4034,0.0534,0.0235
Gaia DR3 2107342716152550272,,,,5543.1426,1.9199,4.1308,1.4933653,0.0303011,0.0302372,-0.6867,0.0051,0.0063
Gaia DR3 2116862833283266432,,,,5185.2856,23.8524,31.623,0.87267977,0.02230036,0.0221467,0.0139,0.0273,0.0318
Gaia DR3 2119196585370036736,,,,5499.323,11.7073,12.256,0.9298862,0.0192666,0.01933733,0.1045,0.0114,0.0127
Gaia DR3 2119583201145735808,,,,5728.9746,26.5893,35.0269,1.0027453,0.0213087,0.02139005,-0.0363,0.0292,0.04
Gaia DR3 2119602202081351168,,,,5972.533,15.132,13.327,1.7377043,0.037458,0.0374258,-0.2553,0.0126,0.0103
Gaia DR3 2119814820141727232,,,,5957.8623,0.8933,1.1547,1.0827304,0.0218815,0.0218853,-0.5132,0.0051,0.0053
Gaia DR3 2125713940547834496,,,,5951.8306,11.7281,10.7006,1.5361514,0.0311244,0.0312133,-0.4201,0.0097,0.0089
Gaia DR3 2125790322246812672,,,,6198.1123,13.4927,14.0943,1.274494,0.0270706,0.0265792,-0.1496,0.0106,0.0119
Gaia DR3 2125831210335846016,,,,4799.539,16.2973,12.2466,0.8272737,0.0179733,0.01778683,0.3784,0.0355,0.0215
Gaia DR3 2125850623586710400,,,,5653.4414,29.5557,25.4916,1.6551768,0.059674,0.0524498,-0.0649,0.0259,0.0214
Gaia DR3 2126237131982289280,,,,5733.9683,7.4995,18.0244,0.9348722,0.019215,0.01929306,-0.3441,0.0112,0.0117
Gaia DR3 2126266823097360000,,,,6507.081,33.3067,27.203,1.3544638,0.0298717,0.030137,-0.272,0.0176,0.0205
Gaia DR3 2126418658780855296,,,,5806.7954,1.5937,2.4009,1.4027,0.0287677,0.0285112,-0.2675,0.0066,0.0079
Gaia DR3 2126432677554353280,,,,5672.3057,74.9337,34.0693,1.1145848,0.0519071,0.0377483,-0.2035,0.0802,0.0398
Gaia DR3 2126454633427425664,,,,5523.122,24.0434,39.778,0.87497675,0.01865525,0.01883385,-0.0759,0.0265,0.0475
Gaia DR3 2126508676995012352,,,,5728.0405,1.5561,2.5415,1.5615602,0.0319411,0.0317436,-0.1621,0.0042,0.0046
Gaia DR3 2126569051355142656,,,,5729.0186,1.066,1.79,1.1894388,0.0240821,0.0240944,-0.5214,0.0051,0.0055
Gaia DR3 2126576679217244160,,,,,,,,,,,,
Gaia DR3 2126601108991279872,,,,6281.9023,15.0833,15.7317,1.4034766,0.0308102,0.031503,-0.4644,0.0113,0.0115
Gaia DR3 2126801563705846528,,,,5713.757,13.6037,21.335,1.5966405,0.032741,0.0327007,-0.1335,0.0117,0.014
Gaia DR3 2126878048483137152,,,,4920.1973,16.0403,17.458,0.8171295,0.02111804,0.02276874,0.0343,0.0236,0.0249
Gaia DR3 2126918008858627712,,,,5357.391,39.4237,75.824,1.5302881,0.0789621,0.0587007,0.1641,0.0409,0.0768
Gaia DR3 2127001056345369984,,,,5709.5615,11.4165,34.6651,1.7778658,0.0395803,0.0379526,-0.0199,0.0185,0.0424
Gaia DR3 2127355923723254272,,,,5361.1396,21.4423,18.6387,0.96167403,0.02100552,0.02100956,-0.1488,0.0206,0.0207
Gaia DR3 2127390970655877888,,,,5436.413,12.9013,14.0274,0.9193716,0.02393556,0.0221613,-0.0879,0.0157,0.0161
Gaia DR3 2127398083121764736,,,,4872.114,24.96,17.8997,0.8048409,0.02567633,0.02222136,-0.0738,0.0262,0.0246
